,Date,Open,High,Low,Close,Volume,SMA100,Stoch RSI,ADX,,
2143,20180129,68.502,69.9699,66.3491,66.5456,2281360,1.4825,79.305,43.2973,x,
2144,20180130,65.0769,66.3491,64.7833,65.567,2818520,1.4511,81.8888,43.6468,x,
2145,20180131,65.5662,67.4255,64.7833,65.1755,1936300,1.4333,79.5093,44.1823,x,
2146,20180201,64.979,66.3491,64.3919,65.1755,2166810,1.4242,71.8691,44.4439,x,
2147,20180202,66.0555,66.0555,65.1748,65.9584,1652660,1.432,64.5625,44.6868,x,
2148,20180205,64.5876,65.5662,61.3582,61.359,2687810,1.325,48.3797,42.8214,x,
2149,20180206,60.6732,61.6518,57.1502,60.6739,6724710,1.3035,35.5776,40.0484,x,
2150,20180207,63.609,63.8047,61.4561,62.1418,1635780,1.3277,26.7783,37.6073,x,
2151,20180208,61.2604,62.1411,60.1839,61.5547,855160,1.308,16.601,34.9324,Buy,
2152,20180209,57.2481,60.9668,57.2481,59.5975,2408810,1.26,3.9077,33.3329,Buy,59.6
2153,20180212,60.6732,62.1411,59.401,62.1418,1847850,1.3066,8.0444,31.44,Buy,
2154,20180213,62.924,63.5111,62.239,62.6312,1527780,1.3097,12.9164,29.2253,Buy,
2155,20180221,63.609,66.4469,63.1197,64.7841,2132410,1.3466,18.1916,27.978,Buy,
2156,20180222,64.1962,65.9576,64.0004,65.3713,2352100,1.3505,27.015,26.8198,x,
2157,20180223,65.5662,69.872,65.2726,69.8729,4825770,1.4335,45.5471,26.7408,x,
2158,20180226,72.71,72.71,69.872,70.3622,3453290,1.4335,60.6685,27.2504,x,
2159,20180227,71.3399,71.9271,70.1656,71.6344,2249770,1.449,75.7966,27.7236,x,
2160,20180228,70.5571,73.395,70.4592,72.2215,3475320,1.4505,87.8786,28.4551,x,
2161,20180301,71.0464,73.0036,69.4806,69.9707,3615670,1.396,91.1064,28.7154,x,69.97
2162,20180302,68.502,70.4592,68.502,70.2643,2525210,1.3926,86.3252,28.5441,x,
2163,20180305,70.4592,70.9485,66.5448,66.5456,2914810,1.3115,71.3281,27.6077,x,
2164,20180306,67.5234,69.9699,66.2512,69.6772,3103920,1.3646,60.6728,26.625,x,
2165,20180307,69.9699,70.3613,67.0341,68.1114,2277620,1.3262,46.5443,25.8314,x,
2166,20180308,68.1106,68.8934,67.3277,68.0135,1554260,1.3167,34.9981,25.0945,x,
2167,20180309,68.9913,69.9699,68.1106,69.4814,3236520,1.3372,26.1832,24.7606,x,
2168,20180312,70.4592,71.8292,69.9699,70.46,2899140,1.3477,28.8832,25.0047,x,
2169,20180313,70.4592,71.0464,69.0892,70.46,2146470,1.3395,26.4997,24.7977,x,
2170,20180314,71.0464,72.71,71.0464,72.2215,4053460,1.3642,31.2741,25.0945,x,
2171,20180315,71.4378,72.9057,71.2421,72.2215,2111990,1.3555,40.1501,25.426,x,
2172,20180316,73.1014,73.6886,72.5143,73.1023,5327050,1.3636,47.7179,25.9611,x,
2173,20180319,72.71,74.8629,71.4378,72.7109,2803610,1.348,51.6202,26.7847,x,
2174,20180320,71.7314,73.2971,71.7314,72.4173,1836040,1.3345,60.0003,27.5495,x,
2175,20180321,72.9057,73.5907,71.9271,71.928,2952180,1.3177,61.2193,28.3462,x,
2176,20180322,72.4164,72.4164,70.4592,70.46,3871380,1.2834,52.5434,28.1496,x,
2177,20180323,67.0341,69.187,67.0341,68.405,4563730,1.2394,40.0397,26.2453,x,
2178,20180326,68.502,70.3613,68.1106,70.3622,1821910,1.2678,35.7113,24.9427,x,
2179,20180327,71.2421,71.3399,69.0892,69.4814,2322350,1.2453,23.6332,24.1015,x,
2180,20180328,68.4041,69.7742,68.3063,68.9921,1643300,1.2304,13.2278,22.9479,Buy,
