,Date,Open,High,Low,Close,Volume,SMA100,Stoch RSI,ADX,,
2181,20180329,69.2849,70.0678,68.5999,69.4814,1457380,1.2328,14.495,21.9968,Buy,69.48
2182,20180330,69.4806,69.872,68.6977,68.9921,1280140,1.218,15.7703,21.1137,Buy,
2183,20180402,69.4806,72.4164,69.2849,72.4173,3055600,1.2714,21.803,21.2949,x,
2184,20180403,72.4164,73.6886,71.9271,72.7109,3500060,1.2693,31.9328,21.8835,x,
2185,20180404,72.9057,73.1993,71.9271,71.928,2089100,1.2489,40.4233,22.4301,x,
2186,20180405,72.2207,72.4164,71.0464,71.928,1763710,1.2423,48.0911,22.3984,x,
2187,20180406,72.025,73.1993,71.8292,71.928,2346040,1.2358,58.5982,22.6634,x,
2188,20180409,71.9271,72.71,71.9271,72.2215,2693260,1.2346,61.1866,22.9095,x,
2189,20180410,72.9057,73.6886,72.025,72.9066,5026810,1.2398,67.7936,23.5136,x,
2190,20180411,73.1014,73.1993,68.502,69.6772,3911130,1.1794,57.8437,22.0456,x,69.68
2191,20180412,69.3827,69.9699,68.502,69.3836,3262970,1.1691,46.9386,20.6825,x,
2192,20180413,69.7742,69.872,66.0555,66.4477,5148440,1.1152,35.1563,20.0844,x,
2193,20180416,65.7619,66.1534,63.7069,64.4905,3992890,1.0784,20,20.3618,x,
2194,20180417,64.5876,65.5662,64.0983,65.567,2104840,1.0924,3.1075,20.6193,Buy,
2195,20180418,66.3491,66.3491,63.4133,63.414,2005410,1.053,3.1075,20.4256,Buy,
2196,20180419,63.0218,63.1197,59.6946,59.6953,4909820,0.9887,3.1075,21.4187,x,
2197,20180420,59.8903,62.6304,59.401,62.6312,2996320,1.0344,8.9276,22.4193,Buy,
2198,20180423,58.3246,63.4133,58.3246,58.3253,2876760,0.9615,10.821,23.6341,x,
2199,20180424,57.7374,59.401,56.7588,58.7167,4451970,0.9661,10.3051,25.1449,x,
2200,20180426,58.716,59.9882,56.7588,56.9552,4669710,0.9355,11.4463,26.1911,x,
2201,20180427,56.9545,58.9117,56.8567,58.7167,2940100,0.9625,15.7615,27.1625,x,
2202,20180502,56.9545,59.6946,56.5631,56.9552,2862030,0.9322,12.6882,27.559,x,
2203,20180503,56.9545,58.4224,55.6823,58.3253,3451890,0.953,19.1724,28.205,x,
2204,20180504,58.9117,59.401,57.6395,57.7381,3234250,0.9418,24.3895,28.1737,x,
2205,20180507,58.5203,60.7711,58.031,60.7718,3511210,0.9891,43.2483,27.3337,x,
